Title,Author,Location,Journal,Material_0,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
Conservation of ammonia during food waste composting,"L.F. AL-JABI et al.,2008",Jordan,Environmental Technology,Food waste,Food waste,Barley straw,,None,,,,,0,43.61,4.92,2.33,49.43,28.8,,,,,,,,,,,,,,,,,,,,,50.4386,,,,,,,Reactor,1,1,1,1,1,68,0.005,0.295,Intermittent ,5,1,68,4.29,,54
Conservation of ammonia during food waste composting,"L.F. AL-JABI et al.,2008",Jordan,Environmental Technology,Food waste,Food waste,Barley straw,,Physical,Zeolite,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,9.64912,,,,,,,Reactor,1,1,1,1,1,68,0.005,0.295,Intermittent ,5,1,68,4.29,,54
Conservation of ammonia during food waste composting,"L.F. AL-JABI et al.,2008",Jordan,Environmental Technology,Food waste,Food waste,Barley straw,,Biological,Mature compost,,,,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,13.4503,,,,,,,Reactor,1,1,1,1,1,68,0.005,0.295,Intermittent ,5,1,68,4.29,,54
Application of Bacillus sp. TAT105 to reduce ammonia emissions during pilot-scale composting of swine manure,"Kazutaka Kuroda et al.,2015",Japan,"Bioscience, Biotechnology, and Biochemistry",Manure,Swine manure,Sawdust,,None,,,,,0,63.2432,,,,,,,1203,442.184304,,,,,,,,,,,,,,19.5,,,,,,,,,,Reactor,1,1,1,1,1,28,1.8,0.668333333,Continuous,0,,28,0.20353504,"The air flow rate was changed every week: 120, 100, 80, and 60 L/min in the first, second, third, and fourth week.",4
Application of Bacillus sp. TAT105 to reduce ammonia emissions during pilot-scale composting of swine manure,"Kazutaka Kuroda et al.,2015",Japan,"Bioscience, Biotechnology, and Biochemistry",Manure,Swine manure,Sawdust,,Biological,"TAT105(a thermophilic,ammoniumtolerant bacterium that grows assimilatingammonium nitrogen and reduces ammoniaemission)",,,,0.692029463,64.0541,,,,,,,1206,433.507554,,,,,,,,,,,,,,18.5,,,,,,,,,,Reactor,1,1,1,1,1,28,1.8,0.67,Continuous,0,,28,0.207608839,"The air flow rate was changed every week: 120, 100, 80, and 60 L/min in the first, second, third, and fourth week.",4
Evaluation of biochar amended biosolids co-composting to improve the nutrient transformation and its correlation as a function for the production of nutrient-rich compost,"Mukesh Kumar Awasthi et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,None,,,,,0,55,7.4,1.80435,45.1471,25.02125419,,,,,0.0441696,0.152866,,5.06,1.34239,41.9631114,31.26,4.64,56.41,,,2.22615,0.783439,6.03,0.28,,1.02,2.5,,,87.8,,,Reactor,1,1,1,1,1,56,0.13,0.5,Intermittent ,,,56,1.111111111,,11
Evaluation of biochar amended biosolids co-composting to improve the nutrient transformation and its correlation as a function for the production of nutrient-rich compost,"Mukesh Kumar Awasthi et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Biochar,,,,2,55,7.8,1.84239,46.2255,25.08996467,,,,,0.0883392,0.136943,,6.03,2.32609,41.0322276,17.64,4.05,65.5,,,1.83746,1.22611,4.15,2.07,,0.2,1.8,,,213.82,,,Reactor,1,1,1,1,1,56,0.13,0.5,Intermittent ,,,56,1.111111111,,11
Evaluation of biochar amended biosolids co-composting to improve the nutrient transformation and its correlation as a function for the production of nutrient-rich compost,"Mukesh Kumar Awasthi et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Biochar,,,,4,55,7.8,1.8587,46.4706,25.00166783,,,,,0.132509,0.121019,,6.58,2.56522,42.2235212,16.46,3.7,72.85,,,0.371025,1.30892,2.7,1.16,,0.11,0.57,,,2547.46,,,Reactor,1,1,1,1,1,56,0.13,0.5,Intermittent ,,,56,1.111111111,,11
Evaluation of biochar amended biosolids co-composting to improve the nutrient transformation and its correlation as a function for the production of nutrient-rich compost,"Mukesh Kumar Awasthi et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Biochar,,,,6,55,8,1.95109,46.8137,23.99361383,,,,,0.185512,0.10828,,7.56,2.60326,34.232869,13.15,3.18,81.34,,,0.220848,1.38854,3.16,1.1,,0.11,0.41,,,416.95,,,Reactor,1,1,1,1,1,56,0.13,0.5,Intermittent ,,,56,1.111111111,,11
Evaluation of biochar amended biosolids co-composting to improve the nutrient transformation and its correlation as a function for the production of nutrient-rich compost,"Mukesh Kumar Awasthi et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Biochar,,,,8,55,8,2.11957,47.3039,22.31768708,,,,,0.20318,0.0987261,,8.31,2.6413,35.92168,13.6,2.86,87.63,,,0.00883392,1.5414,2.44,0.67,,0.06,0.09,,,749.2,,,Reactor,1,1,1,1,1,56,0.13,0.5,Intermittent ,,,56,1.111111111,,11
Evaluation of biochar amended biosolids co-composting to improve the nutrient transformation and its correlation as a function for the production of nutrient-rich compost,"Mukesh Kumar Awasthi et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Biochar,,,,12,55,8.1,2.27717,48.1373,21.13908931,,,,,0.238516,0.0859873,,8.62,2.79348,39.7232856,14.22,2.6,98.63,,,0.0795053,1.4172,2.21,0.43,,0.04,0.02,,,577.06,,,Reactor,1,1,1,1,1,56,0.13,0.5,Intermittent ,,,56,1.111111111,,11
Evaluation of biochar amended biosolids co-composting to improve the nutrient transformation and its correlation as a function for the production of nutrient-rich compost,"Mukesh Kumar Awasthi et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Biochar,,,,18,55,8.2,2.42935,49.5588,20.4000247,,,,,0.282686,0.0700637,,8.95,2.59783,29.615262,11.4,2.48,125.3,,,0.176678,1.39809,2.08,0.22,,0.02,0.05,,,873.77,,,Reactor,1,1,1,1,1,56,0.13,0.5,Intermittent ,,,56,1.111111111,,11
Nitrogen conservation in simulated food waste aerobic composting process with different Mg and P salt mixtures,"Yu Li et al.,2011",China,Journal of the Air & Waste Management Association,Food waste,Food waste,,,None,,,,,0,66,5.8,3.164705882,53.8,17,,,10.71,3.6414,,,,,,,,,,,,,1.39809,,,,21.2,,,,,,,Reactor,1,1,1,1,1,25,0.03,0.357,Continuous,0,,25,0.823858955,,25
Nitrogen conservation in simulated food waste aerobic composting process with different Mg and P salt mixtures,"Yu Li et al.,2011",China,Journal of the Air & Waste Management Association,Food waste,Food waste,,,Chemical,MgSO?,K?PO?,,,2.220354809,66,,,,,,,10.9478,3.722252,,,,,,,,,,,,,,,,,32.8,,,,,,,Reactor,1,1,1,1,1,25,0.03,0.364926667,Continuous,0,,25,0.805963702,,25
Nitrogen conservation in simulated food waste aerobic composting process with different Mg and P salt mixtures,"Yu Li et al.,2011",China,Journal of the Air & Waste Management Association,Food waste,Food waste,,,Chemical,MgSO?,K?HPO?,,,1.821661998,66,,,,,,,10.9051,3.707734,,,,,,,,,,,,,,,,,12.6,,,,,,,Reactor,1,1,1,1,1,25,0.03,0.363503333,Continuous,0,,25,0.809119532,,25
Nitrogen conservation in simulated food waste aerobic composting process with different Mg and P salt mixtures,"Yu Li et al.,2011",China,Journal of the Air & Waste Management Association,Food waste,Food waste,,,Chemical,MgSO?,KH?PO?,,,1.422969188,66,,,,,,,10.8624,3.693216,,,,,,,,,,,,,,,,,3.5,,,,,,,Reactor,1,1,1,1,1,25,0.03,0.36208,Continuous,0,,25,0.812300174,,25
"Effects of activated charcoal and tannin added to compost and to soil on carbon dioxide, nitrous oxide and ammonia volatilization","Greta Jordan et al.,2015",Germany,J. Plant Nutr. Soil Sci,Manure,Goat manure,Grass hay,,None,,,,,0,80.7,,0.82,16.71,20.37804878,,,,,,,85.3,,0.83,12.89,15.53012048,,,,,,,24.05063291,,,11.4,12.65063291,,,,,,Turning,0,1,0,1,0,69,0.08,,None,,,,,,37
"Effects of activated charcoal and tannin added to compost and to soil on carbon dioxide, nitrous oxide and ammonia volatilization","Greta Jordan et al.,2015",Germany,J. Plant Nutr. Soil Sci,Manure,Goat manure,Grass hay,,Physical,Biochar,,,,3,80.7,,0.9,20.49,22.76666667,,,,,,,84.5,,0.93,13.98,15.03225806,,,,,,,17.24137931,,,8.137931034,9.103448276,,,,,,Turning,0,1,0,1,0,69,0.08,,None,,,,,,37
"Effects of activated charcoal and tannin added to compost and to soil on carbon dioxide, nitrous oxide and ammonia volatilization","Greta Jordan et al.,2015",Germany,J. Plant Nutr. Soil Sci,Manure,Goat manure,Grass hay,,Chemical,Tannin ,,,,4,80.7,,0.95,18.5,19.47368421,,,,,,,84.3,,1.03,15.96,15.49514563,,,,,,,11.63934426,,,4.225081967,7.414262295,,,,,,Turning,0,1,0,1,0,69,0.08,,None,,,,,,37
"Effects of activated charcoal and tannin added to compost and to soil on carbon dioxide, nitrous oxide and ammonia volatilization","Greta Jordan et al.,2015",Germany,J. Plant Nutr. Soil Sci,Manure,Goat manure,Grass hay,,Mixture,Tannin ,Biochar,,,3,80.7,,0.83,18.37,22.13253012,,,,,,,84.4,,0.84,14.7,17.5,,,,,,,18.1,,,7.9278,10.1722,,,,,,Turning,0,1,0,1,0,69,0.08,,None,,,,,,37
Effect of different struvite crystallization methods on gaseous emission and the comprehensive comparison during the composting,"Tao Jiang et al.,2016",China,Bioresource Technology,Manure,Swine manure,Corn stalk,,None,,,,,0,69.2,8.23053,2.04,37.48,18.4,,27.4332,,,4.04848,0.270275,,7.89368,2.579,26.7172,10.35951919,,103.463,,,1.33333,0.260367,37.5,,,32.5,1.5,64.9,,,1.7,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.3,,4
Effect of different struvite crystallization methods on gaseous emission and the comprehensive comparison during the composting,"Tao Jiang et al.,2016",China,Bioresource Technology,Manure,Swine manure,Corn stalk,,Chemical,H?PO?,Mg(OH)?,,,15,69.2,8.02421,2.04,37.48,18.4,,54.0642,,,1.22424,0.186606,,8.05368,3.263,27.298,8.365920932,,108.116,,,2.01212,0.226789,18.8,,,14.5,1.4,63.1,,,1.8,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.3,,4
Effect of different struvite crystallization methods on gaseous emission and the comprehensive comparison during the composting,"Tao Jiang et al.,2016",China,Bioresource Technology,Manure,Swine manure,Corn stalk,,Chemical,KH?PO?,MgSO?,,,15,69.2,7.96947,2.04,37.48,18.4,,31.2834,,,2.03636,0.242752,,7.78,3.062,28.0808,9.17073808,,93.0356,,,3.45455,0.316514,20.8,,,16,1.2,60.6,,,0.7,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.3,,4
Effect of different struvite crystallization methods on gaseous emission and the comprehensive comparison during the composting,"Tao Jiang et al.,2016",China,Bioresource Technology,Manure,Swine manure,Corn stalk,,Chemical,Ca(H?PO?)?,MgSO?,,,15,69.2,8.16316,2.04,37.48,18.4,,39.6258,,,1.73333,0.203119,,8.12947,2.912,29.798,10.23282967,,100.415,,,3.07879,0.209725,17.6,,,13.3,1.3,58.5,,,0.6,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.3,,4
Effect of different struvite crystallization methods on gaseous emission and the comprehensive comparison during the composting,"Tao Jiang et al.,2016",China,Bioresource Technology,Manure,Swine manure,Corn stalk,,Chemical,H?PO?,MgSO?,,,15,69.2,6.85368,2.04,37.48,18.4,,28.877,,,2.98182,0.211927,,7.22842,2.591,32.9293,12.70910845,,72.9821,,,4.98182,0.130459,9.8,,,5.9,1,42.9,,,0.5,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.3,,4
生物质炭对城市污泥堆肥温室气体排放的影响,"Yuhan Yang et al.,2018",China,Journal of Agro-Environment Science (in Chinese),Sewage sludge,Sewage sludge,Straw,,None,,,,,0,67.71,7.82,2.412,51.23088,21.24,,,,,0.187612,0.0257595,,,2.10452,35.29490492,16.771,,,,,0.0222084,0.560083,,,2.177509091,,0.6,,16.87425,3.867763636,0.3,,Reactor,1,1,1,1,1,50,0.288,,Intermittent ,60,20,50,,,7
生物质炭对城市污泥堆肥温室气体排放的影响,"Yuhan Yang et al.,2018",China,Journal of Agro-Environment Science (in Chinese),Sewage sludge,Sewage sludge,Straw,,Physical,Biochar,,,,12,66.08,8.01,2.53,53.6613,21.21,,,,,0.130564,0.0356083,,,2.24681,41.5210488,18.48,,,,,0.0623145,0.818991,,,1.761963636,,0.47,,17.671425,3.601718182,0.283,,Reactor,1,1,1,1,1,50,0.288,,Intermittent ,60,20,50,,,7
竹炭的添加对猪粪堆肥过程氮素持留与温室气体减排的影响,"Lijie Li et al.,2012",China,(Master thesis). Hangzhou: Zhejiang University,Manure,Swine manure,Sawdust,,Biological,Microbiological agent,,,,1.377410468,63.7,6.5,2.605733766,40.1283,15.4,1.88,,2010,729.63,3.09,0.628528,12.9629,7.93107,2.632629732,36.1568,13.7341,4.0241,,,,1.61,0.298311,30.73,,,,,,,,,,Windrow,0,1,0,0,0,82,5.456,0.36840176,None,,,,,,15
竹炭的添加对猪粪堆肥过程氮素持留与温室气体减排的影响,"Lijie Li et al.,2012",China,(Master thesis). Hangzhou: Zhejiang University,Manure,Swine manure,Sawdust,,Mixture,Biochar,Microbiological agent,,,9.641873278,63.7,6.5,2.440908053,42.7403,17.51,1.88,,2070,751.41,3.09,0.628528,12.2222,8.10828,2.435394621,39.6548,16.2827,3.53212,,,,1.32,0.206379,20.73,,,,,,,,,,Windrow,0,1,0,0,0,82,5.456,0.379398827,None,,,,,,15
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Biological,Microbiological agent,,,,2.386634845,58.1,8.03,1.55,,,5.64,5.61233,40,16.76,0.920324,0.30312,46.2,7.35,1.63,,,7.75,69.2,,,0.62624,2.30548,,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,5.966587112,,8
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Biological,Microbiological agent,,,,2.5,60,,2.66347,46.877072,17.6,5.59,0.825688,40,16,1.93803,,,,3.08,,,6.68,46.8,,9.382332504,0.73705,,32.19,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Biological,Microbiological agent,,,,2.5,60,,1.99045,47.7708,24,5.56,2.84404,40,16,1.8645,,,,2.26,,,5.6,52.5,,11.16061168,0.47526,,20.8,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Biological,Microbiological agent,,,,2.5,60,,1.55129,50.261796,32.4,5.38,2.11009,40,16,1.38653,,,,1.76,,,5.38,60,,12.1776265,0.36328,,13.65,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Biological,Microbiological agent,,,,2.5,60,,1.24328,50.104184,40.3,4.4,1.74312,40,16,1.14025,,,,1.34,,,5.19,59,,13.70799704,0.2292,,7.66,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Superphosphate,Microbiological agent,,,2.5,60,8.18053,,,24,,2.69729,40,16,1.85761,,,,,,,,52.5,,,0.57526,,20.8,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Superphosphate,Microbiological agent,,,5,60,8.08772,,,24.4,,4.34863,40,16,1.61792,,,,,,,,50.2,,,1.40819,,13.82,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Superphosphate,Microbiological agent,,,7.5,60,8.03508,,,24.1,,3.72434,40,16,1.51306,,,,,,,,51.8,,,1.58796,,10.57,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Superphosphate,Microbiological agent,,,10,60,7.92372,,,24.1,,6.12233,40,16,1.85761,,,,,,,,51.5,,,1.54074,,9.8,,,,,,,,,,Reactor,1,1,1,1,1,50,0.18,0.222222222,Intermittent ,240,10,50,6.25,,7
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Zeolite,Microbiological agent,,,2.5,60,8.35331,1.8811,50.7897,27,3.4,6.30372,40,16,2.20719,,,7.97,1.85986,,,3.57,57.7,,10.84080643,0.01567,,33.01,,,,,,,,,,Reactor,1,1,1,1,1,35,0.18,0.222222222,Intermittent ,240,10,35,6.25,,5
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Zeolite,Microbiological agent,,,9.230769231,60,8.3426,1.76278,45.83228,26,3.34,14.212,40,16,2.09302,,,7.78,1.6676,,,2.94,63.6,,12.01853172,0.0207,,28.94,,,,,,,,,,Reactor,1,1,1,1,1,35,0.18,0.222222222,Intermittent ,240,10,35,6.25,,5
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Zeolite,Microbiological agent,,,16.92307692,60,8.23822,1.55575,40.916225,26.3,3.1,23.8395,40,16,1.78858,,,7.71,1.4669,,,2.53,60.5,,13.35809012,0.0132,,21.28,,,,,,,,,,Reactor,1,1,1,1,1,35,0.18,0.222222222,Intermittent ,240,10,35,6.25,,5
猪粪堆肥化处理氨气释放规律及调控措施研究,"Ruisheng Zheng et al.,2005",China,(Master thesis). Fuzhou: Fujian Agriculture and Forestry University,Manure,Swine manure,Rice husk,,Mixture,Zeolite,Microbiological agent,,,24.61538462,60,8.19063,1.48814,37.649942,25.3,2.37,46.1891,40,16,1.23679,,,7.62,1.34226,,,2.37,74.6,,14.65412011,0.05816,,17.39,,,,,,,,,,Reactor,1,1,1,1,1,35,0.18,0.222222222,Intermittent ,240,10,35,6.25,,5
生物质炭添加对猪粪堆肥腐殖化的影响及机理研究,"Qiaoping Tu et al.,2014",China,(Master thesis). Hangzhou: Zhejiang University,Manure,Swine manure,Sawdust,,None,,,,,0,65,8.12,2.76,39.8,14.42028986,2.68,0.302561,18876.62857,6606.82,3.68,0.05,23.54,8.62,,,,2.78,103.982,,,1.28,0.05,34.15,,,,,,,,,,Trough,0,1,0,1,0,81,16,1.179789286,None,,,,,,62
生物质炭添加对猪粪堆肥腐殖化的影响及机理研究,"Qiaoping Tu et al.,2014",China,(Master thesis). Hangzhou: Zhejiang University,Manure,Swine manure,Sawdust,,Physical,Biochar,,,,8.8,65,8.12,2.7,40.9,15.14814815,2.68,0.778412,18963.02857,6637.06,3.68,0.05,18.32,8.6,,,,3,116.847,,,1.28,0.62,29.07,,,,,,,,,,Trough,0,1,0,1,0,81,16,1.185189286,None,,,,,,66
Effect of adding flue gas desulphurization gypsum on the transformation and fate of nitrogen during composting,"Xiaobo Guo et al.,2016",China,Compost Science & Utilization,Manure,Cow manure,Sugarcane pressmud,Sugarcane leaf,None,,,,,0,60.6,7.84,1.303921569,29.33823529,22.5,2.78,,26,10.244,1.384,0.173,33.3,7.1,1.560773481,21.85082873,14,3.08,,10.85457271,7.24,0.0401,1.451,15,,,,,,,,,,Turning,0,1,0,1,0,50,0.06,0.433333333,None,,,,,,9
Effect of adding flue gas desulphurization gypsum on the transformation and fate of nitrogen during composting,"Xiaobo Guo et al.,2016",China,Compost Science & Utilization,Manure,Cow manure,Sugarcane pressmud,Sugarcane leaf,Chemical,Gypsum,,,,25.49,60.1,7.68,1.219298246,28.53157895,23.4,2.79,,28.6,11.4114,1.68,0.125,35.1,7.24,1.540372671,22.64347826,14.7,3.28,,12.403698,8.05,0.0409,1.109,10.8,,,,,,,,,,Turning,0,1,0,1,0,50,0.06,0.476666667,None,,,,,,9
Apple pomace improves the quality of pig manure aerobic compost by reducing emissions of NH3 and N2O,"Hui Mao et al.,2017",China,Scientific Report,Manure,Swine manure,Wheat straw,,None,,,,,0,66.11478261,7.25571,1.94767,33.4,17.57894737,1.28861,3.77994,69,23.3808,0.344459,0.0630603,,8.34,2.487,,,1.81467,97.5734,,,0.0661082,0.237403,,,,1.6,2.6,,,,,,Reactor,1,1,1,1,1,30,0.12,0.575,Continuous,0,,30,2.566208171,During the thermophilic phase,6
Apple pomace improves the quality of pig manure aerobic compost by reducing emissions of NH3 and N2O,"Hui Mao et al.,2017",China,Scientific Report,Manure,Swine manure,Wheat straw,,Biological,Apple pomace,,,,5,,6.60761,1.94767,,,1.49753,5.93047,70.16904,,0.357216,0.0438949,,8.27,2.626,,,2.21579,114.509,,,0.0927835,0.327048,,,,1.184,2.08,,,,,,Reactor,1,1,1,1,1,30,0.12,0.584742,Continuous,0,,30,2.566208171,During the thermophilic phase,6
Apple pomace improves the quality of pig manure aerobic compost by reducing emissions of NH3 and N2O,"Hui Mao et al.,2017",China,Scientific Report,Manure,Swine manure,Wheat straw,,Biological,Apple pomace,,,,10,,6.57182,1.94767,,,1.53514,5.39284,71.33808,,0.39433,0.0599691,,8.14,2.86,,,2.40381,127.95,,,0.073067,0.341886,,,,0.864,1.976,,,,,,Reactor,1,1,1,1,1,30,0.12,0.594484,Continuous,0,,30,2.566208171,During the thermophilic phase,6
Apple pomace improves the quality of pig manure aerobic compost by reducing emissions of NH3 and N2O,"Hui Mao et al.,2017",China,Scientific Report,Manure,Swine manure,Wheat straw,,Biological,Apple pomace,,,,20,,6.38097,1.94767,,,1.45157,1.89856,73.67616,,0.327062,0.0550232,,7.71,2.964,,,2.52915,139.778,,,0.154253,0.31592,,,,0.688,1.976,,,,,,Reactor,1,1,1,1,1,30,0.12,0.613968,Continuous,0,,30,2.566208171,During the thermophilic phase,6
Apple pomace improves the quality of pig manure aerobic compost by reducing emissions of NH3 and N2O,"Hui Mao et al.,2017",China,Scientific Report,Manure,Swine manure,Wheat straw,,Chemical,Citric acid,,,,1,,7.07281,1.94767,,,1.50589,4.58605,69.233808,,0.385052,0.051932,,8.16,2.619,,,2.21997,120.961,,,0.102062,0.348686,,,,0.848,2.132,,,,,,Reactor,1,1,1,1,1,30,0.12,0.5769484,Continuous,0,,30,2.566208171,During the thermophilic phase,6
Effects of woody peat and superphosphate on compost maturity and gaseous emissions during pig manure composting,"Difang Zhang et al.,2017",China,Waste Management,Manure,Swine manure,Woody peat,,None,,,,,0,62.06,7.79826,1.95,34.9245,17.91,2.1116,46.6854,44.41222984,16.85,,,58.01,8.29913,2.01,29.0043,14.43,1.8904,92.191,31.0311979,13.03,,,20.29,63.24895294,0.010508273,13.18,0.0025,35.76,98.0543625,,1.55,32.11,Reactor,1,1,1,1,1,28,0.06,0.740203831,Continuous,0,,28,0.36,,4
Effects of woody peat and superphosphate on compost maturity and gaseous emissions during pig manure composting,"Difang Zhang et al.,2017",China,Waste Management,Manure,Swine manure,Woody peat,,Chemical,Superphosphate,,,,10,58.69,7.89913,1.96,35.7308,18.23,2.162,51.1798,46.84095861,19.35,,,58.69,8.29913,2.1,29.988,14.28,2.2208,89.9438,37.95691116,15.68,,,13.03,45.08094706,0.069633614,11.36,0.0149,31.91,72.649575,,1.17,24.5,Reactor,1,1,1,1,1,28,0.06,0.780682643,Continuous,0,,28,0.36,,4
Comparison of additives amendment for mitigation of greenhouse gases and ammonia emission during sewage sludge co-composting based on correlation analysis,"Meijing Wang et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,None,,,,,0,56.03,7.1,1.86,46.82,25.17,2.03,,,,0.45977,,,6.08533,,,20.96,,64.17,,,2.0977,,,3.10847542,,,,,,297.126837,,,Reactor,1,1,1,1,1,56,0.1,0.5,Continuous,0,,56,,,11
Comparison of additives amendment for mitigation of greenhouse gases and ammonia emission during sewage sludge co-composting based on correlation analysis,"Meijing Wang et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Zeolite,,,,10,55,7.6,1.80701,45.5,25.17971677,,,,,0.373563,,,7.53105,,,12.5,,105.63,,,0.373563,,28.8,9.90847376,,,,,,612.080829,,,Reactor,1,1,1,1,1,56,0.1,0.5,Continuous,0,,56,,,11
Comparison of additives amendment for mitigation of greenhouse gases and ammonia emission during sewage sludge co-composting based on correlation analysis,"Meijing Wang et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Medcine stone,,,,10,55,8.6,1.77226,45.5,25.67343392,,,,,0.306513,,,7.73105,,,12.74,,98.2,,,0.402299,,28.3,7.8949112,,,,,,762.455004,,,Reactor,1,1,1,1,1,56,0.1,0.5,Continuous,0,,56,,,11
Comparison of additives amendment for mitigation of greenhouse gases and ammonia emission during sewage sludge co-composting based on correlation analysis,"Meijing Wang et al.,2017",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Chemical,Bentonite,,,,10,55,8.7,1.78861,45.5,25.43874853,,,,,0.335249,,,7.7082,,,11.78,,101.85,,,0.469349,,28.42,6.48813329,,,,,,728.280774,,,Reactor,1,1,1,1,1,56,0.1,0.5,Continuous,0,,56,,,11
