ID,Title,Author,Location,Journal,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
163,除氨菌复配对鸡粪堆肥除臭和腐熟效果的影响,"Liu et al., 2019",China,Journal of Henan Agricultural Sciences (in Chinese),Poultry manure,Furfural residue,-,Biological,Microbiological agent,-,-,-,,60,7.18798,1.696,44.14688,26.03,,,,,,,19.2821,7.6548,1.73,29.34,16.95953757,,86.2731,,,,,,,,,,,,,,,Windrow,0,1,0,0,0,21,2,,None,-,-,-,-,-,14
163,除氨菌复配对鸡粪堆肥除臭和腐熟效果的影响,"Liu et al., 2019",China,Journal of Henan Agricultural Sciences (in Chinese),Poultry manure,Furfural residue,-,Biological,Microbiological agent,-,-,-,,60,7.2296,1.696,44.14688,26.03,,,,,,,18.7396,7.77503,1.92,30.63,15.953125,,84.059,,,,,,,,,,,,,,,Windrow,0,1,0,0,0,21,2,,None,-,-,-,-,-,14
164,覆盖、翻堆对堆肥过程中N2O、NH3排放规律的研究,"Liu et al., 2013",China,Environmental Sanitation Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,65.7,8.58,2.2,,,,46.3494,,1,,,,7.19456,1.99221,,,,116.483,,,,,,3.638793,2.695932,,,,,,,,Trough,0,1,0,0,0,70,,,None,-,-,-,-,-,20
164,覆盖、翻堆对堆肥过程中N2O、NH3排放规律的研究,"Liu et al., 2013",China,Environmental Sanitation Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,65.7,8.58,2.2,,,,37.7002,,1,,,,7.22967,2.06794,,,,94.5508,,,,,,3.313746,3.051661,,,,,,,,Trough,1,1,0,0,0,70,,,None,-,-,-,-,-,20
164,覆盖、翻堆对堆肥过程中N2O、NH3排放规律的研究,"Liu et al., 2013",China,Environmental Sanitation Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,65.7,8.58,2.2,,,,28.4546,,1,,,,7.243,1.98442,,,,118.588,,,,,,3.454392,3.067961,,,,,,,,Trough,0,1,0,0,0,70,,,None,-,-,-,-,-,10
164,覆盖、翻堆对堆肥过程中N2O、NH3排放规律的研究,"Liu et al., 2013",China,Environmental Sanitation Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,65.7,8.58,2.2,,,,41.7938,,1,,,,7.29305,2.16991,,,,97.0069,,,,,,2.65936,2.964873,,,,,,,,Trough,1,1,0,0,0,70,,,None,-,-,-,-,-,10
164,覆盖、翻堆对堆肥过程中N2O、NH3排放规律的研究,"Liu et al., 2013",China,Environmental Sanitation Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,65.7,8.58,2.2,,,,27.4015,,1,,,,7.90735,2.27273,,,,54.0264,,,,,,3.301533,2.967116,,,,,,,,Trough,0,0,0,0,0,70,,,None,-,-,-,-,-,0
164,覆盖、翻堆对堆肥过程中N2O、NH3排放规律的研究,"Liu et al., 2013",China,Environmental Sanitation Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,65.7,8.58,2.2,,,,46.706,,1,,,,7.92684,2.21436,,,,60.1649,,,,,,2.312403,2.801453,,,,,,,,Trough,1,0,0,0,0,70,,,None,-,-,-,-,-,0
165,低碳氮比条件下猪粪堆肥氨气和温室气体排放,"Zhou et al., 2017",China,Chinese Journal of Agrometeorology(in Chinese),Swine manure,Corn stalk,,,,,,,,69.47,7.13,2.57,33.83,13.16342412,,,,,,,52.33,8.03,3.1,22.8075,7.357258065,,,,,,,,,,23.81,0.54,,,,0.17,35.83,Reactor,1,1,1,1,1,31,0.95,0.63,Continuous,0,-,30,0.312,-,1
166,堆体规模对牛粪堆肥氨气和温室气体排放的影响,"Zhu et al., 2018",China,Journal of Northwest A & F University(Natural Science Edition) (in Chinese),Cow manure,Sawdust,-,None,-,-,-,-,0,66.03,,1.817,39.905,21.96202532,,,109.24,37.108828,3.44,0.37,49.37,,1.587,28.432,17.91556396,,,48.45,24.530235,2.45,1.43,42.26402957,84.89,22.18,12.59,3.29,52.90177222,45.66,4587.07,0.31,30.98,Reactor,1,1,1,1,1,35,0.1559,0.700705581,Continuous,0,-,35,,-,9
166,堆体规模对牛粪堆肥氨气和温室气体排放的影响,"Zhu et al., 2018",China,Journal of Northwest A & F University(Natural Science Edition) (in Chinese),Cow manure,Sawdust,-,None,-,-,-,-,0,65.69,,1.813,39,21.51130723,,,217.52,74.631112,3.32,0.39,50.48,,1.579,26.955,17.07093097,,,96.75,47.9106,2.23,1.59,44.08915924,218.62,52.27,16.16,3.86,55.63030675,98.76,7136.88,0.34,24.52,Reactor,1,1,1,1,1,35,0.2984,0.728954424,Continuous,0,-,35,,-,9
166,堆体规模对牛粪堆肥氨气和温室气体排放的影响,"Zhu et al., 2018",China,Journal of Northwest A & F University(Natural Science Edition) (in Chinese),Cow manure,Sawdust,-,None,-,-,-,-,0,66.14,,1.796,38.874,21.64476615,,,429.53,145.438858,3.09,0.41,52.49,,1.622,27.713,17.08569667,,,192.75,91.575525,2.29,1.72,43.13520486,455.65,120.62,17.44,4.62,55.11272173,229.5,11701.82,0.41,20.7,Reactor,1,1,1,1,1,35,0.5697,0.753958224,Continuous,0,-,35,,-,9
167,冬季堆肥中翻堆和覆盖对温室气体和氨气排放的影响,"Jiang et al., 2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,64,7.4,2.22,38,17.4,,39.3,,,3.2,0.06,41.7,8.5,3.2,28.4,9,,85.2,,,1.4,0.3,32.15,,,29.5,0.81,63.64,,,0.14,,Windrow,0,1,0,0,0,70,1.2,,None,-,-,-,-,-,10
167,冬季堆肥中翻堆和覆盖对温室气体和氨气排放的影响,"Jiang et al., 2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,64,7.4,2.22,38,17.4,,39.3,,,3.2,0.06,43.1,8.8,3.36,28.5,8.6,,80.6,,,2,0.23,31.59,,,26.6,0.96,63.16,,,0.22,,Windrow,1,1,0,0,0,70,1.2,,None,-,-,-,-,-,10
167,冬季堆肥中翻堆和覆盖对温室气体和氨气排放的影响,"Jiang et al., 2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,64,7.4,2.22,38,17.4,,39.3,,,3.2,0.06,43.9,8.9,3.31,28.5,8.8,,73.5,,,2,0.26,29.96,,,27.9,1.05,63.33,,,0.25,,Windrow,0,1,0,0,0,70,1.2,,None,-,-,-,-,-,5
167,冬季堆肥中翻堆和覆盖对温室气体和氨气排放的影响,"Jiang et al., 2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,64,7.4,2.22,38,17.4,,39.3,,,3.2,0.06,42.6,8.8,3.45,28.7,8.5,,70.5,,,2.1,0.21,26.24,,,23.7,1.07,62.73,,,0.36,,Windrow,1,1,0,0,0,70,1.2,,None,-,-,-,-,-,5
167,冬季堆肥中翻堆和覆盖对温室气体和氨气排放的影响,"Jiang et al., 2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,64,7.4,2.22,38,17.4,,39.3,,,3.2,0.06,40.5,8.6,3.14,31.3,10.2,,67.4,,,3.3,1.69,18.22,,,12.8,3.93,52.88,,,0.5,,Windrow,0,0,0,0,0,70,1.2,,None,-,-,-,-,-,0
167,冬季堆肥中翻堆和覆盖对温室气体和氨气排放的影响,"Jiang et al., 2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,64,7.4,2.22,38,17.4,,39.3,,,3.2,0.06,39.7,8.5,3.23,31.6,10,,65.6,,,4.2,0.73,14.66,,,10.3,2.94,51.81,,,0.76,,Windrow,1,0,0,0,0,70,1.2,,None,-,-,-,-,-,0
168,冬季污泥堆肥过程温室气体排放特征,"Yi et al., 2016",China,Environmental Science (in Chinese),Sewage sludge,Corn stalk,-,None,-,-,-,-,0,68.07,7.57,2.089,53.021,25.38104356,,,,,,,,,,,,,,,,,,,,,,1.11,,,,0.147,,Reactor,1,1,1,1,1,39,0.288,,Intermittent ,20,20,39,0.455,-,7
168,冬季污泥堆肥过程温室气体排放特征,"Yi et al., 2016",China,Environmental Science (in Chinese),Sewage sludge,Sawdust,-,None,-,-,-,-,0,68.53,6.95,2.247,55.207,24.56920338,,,,,,,,,,,,,,,,,,,,,,1.37,,,,0.135,,Reactor,1,1,1,1,1,39,0.288,,Intermittent ,20,20,39,0.455,-,7
169,翻堆频率对猪粪条垛堆肥过程温室气体和氨气排放的影响,"Zhao et al., 2014",China,Environmental Science (in Chinese),Swine manure,Mushroom residue,-,None,-,-,-,-,0,60.04,6.54,1.998,30.74922,15.39,2.92,,3950,,7.30856,0.746275,59.3611,9.4,1.82,,,1.89,,,,0.765766,0.13228,,6303.36,3707.180909,4.51,0.0397,,4369.1775,,2.135,,Windrow,0,1,0,0,0,55,11.25,0.351,None,-,-,-,-,-,7
169,翻堆频率对猪粪条垛堆肥过程温室气体和氨气排放的影响,"Zhao et al., 2014",China,Environmental Science (in Chinese),Swine manure,Mushroom residue,-,None,-,-,-,-,0,60.04,6.54,1.998,30.74922,15.39,2.92,,3950,,7.66694,0.704284,60.6771,9.5858,1.80793,,,1.6716,,,,0.517029,0.111866,,11712.81176,9288.427273,2.502,0.0169,,10947.075,,0.849,,Windrow,0,1,0,0,0,55,11.25,0.351,None,-,-,-,-,-,15
170,污泥堆肥及其土地利用全过程的温室气体与氨气排放特征,"Zhong et al., 2013",China,Environmental Science (in Chinese),Sewage sludge,Mushroom residue,-,None,-,-,-,-,0,64.83,8.25,2.664,20.577,7.73,0.83975,,200000,70340,,,,,,,,,,,,,,,83199.27744,298.3209091,4.44,0.018,,47137.5,,0.32,,Windrow,0,1,0,0,0,30,140,1.428571429,None,-,-,-,-,-,12
170,污泥堆肥及其土地利用全过程的温室气体与氨气排放特征,"Zhong et al., 2013",China,Environmental Science (in Chinese),Sewage sludge,Mushroom residue,-,None,-,-,-,-,0,57.48,8.22,2.313,19.621,8.54,1.3495,,258000,109701.6,,,,,,,,,,,,,,,55315.27657,115.5636364,2.18,0.0066,,11175,,0.064,,Windrow,0,1,1,0,0,16,202.5,1.274074074,Intermittent ,240,1200,16,0.456,-,6
171,添加不同辅料对污泥堆肥腐熟度及气体排放的影响,"Yuan et al., 2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Sewage sludge,Corn stalk,-,None,-,-,-,-,0,72.1,7.78,2.68,30.45,11.37,1.48,38.6,,,2.15789,0.311579,72,7.48,2.15,21.95,10.22,1.91,97.4,,,3.86842,1.42947,28.22,,,21.16,0.5,50.26,,,0.64,45.38,Reactor,1,1,1,1,1,35,0.06,0.667,Continuous,0,-,35,0.2,-,5
172,过磷酸钙添加剂对猪粪堆肥温室气体和氨气减排的作用,"Luo et al., 2012",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,67.6,,2.039744803,38.71920971,18.98237939,,,,,,,,7.72,,,,,121.3,,,,,39.2,,,35.7,1,66,,,0.27,,Reactor,1,1,0,1,1,56,1.2,0.475,None,-,-,-,-,-,7
172,过磷酸钙添加剂对猪粪堆肥温室气体和氨气减排的作用,"Luo et al., 2012",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,3.3,67.6,,2.039744803,38.71920971,18.98237939,,,,,,,,7.5,,,,,102,,,,,33.8,,,27.4,0.79,59.5,,,0.1,,Reactor,1,1,0,1,1,56,1.2,0.475,None,-,-,-,-,-,7
172,过磷酸钙添加剂对猪粪堆肥温室气体和氨气减排的作用,"Luo et al., 2012",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,6.6,67.6,,2.039744803,38.71920971,18.98237939,,,,,,,,7.12,,,,,112.2,,,,,28.9,,,20.7,0.74,60.5,,,0.21,,Reactor,1,1,0,1,1,56,1.2,0.475,None,-,-,-,-,-,7
172,过磷酸钙添加剂对猪粪堆肥温室气体和氨气减排的作用,"Luo et al., 2012",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,9.9,67.6,,2.039744803,38.71920971,18.98237939,,,,,,,,7.13,,,,,121.4,,,,,21.8,,,15.7,0.68,55.3,,,0.31,,Reactor,1,1,0,1,1,56,1.2,0.475,None,-,-,-,-,-,7
172,过磷酸钙添加剂对猪粪堆肥温室气体和氨气减排的作用,"Luo et al., 2012",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,13.2,67.6,,2.039744803,38.71920971,18.98237939,,,,,,,,7.1,,,,,82.5,,,,,14.3,,,12.9,0.86,44.3,,,0.28,,Reactor,1,1,0,1,1,56,1.2,0.475,None,-,-,-,-,-,7
173,粘土作为添加对鸡粪好氧堆肥的影响,"Chen, 2019",China,(Master thesis). Xi'an: Northwest A＆F University.,Poultry manure,Wheat straw,-,None,-,-,-,-,0,61.4561,6.54514,1.667,51.4771267,30.8801,,22.0588,,,5.45333,0.0981503,40.6061,8.38286,2.41897,37.7040016,15.5868,,121,,,0.3,0.359826,54.21,,,36.3,2.05,41.19,,,0.34,,Reactor,1,1,0,1,1,28,0.13,0.5,None,-,-,-,-,-,9
173,粘土作为添加对鸡粪好氧堆肥的影响,"Chen, 2019",China,(Master thesis). Xi'an: Northwest A＆F University.,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,2,60.661,6.85143,1.668,50.10255,30.0375,,14.4118,,,5.37333,0.0886811,40.101,8.11314,2.33202,33.21892529,14.2447,,127,,,0.25,0.483785,52.14,,,33.2,2.01,38.64,,,0.31,,Reactor,1,1,0,1,1,28,0.13,0.5,None,-,-,-,-,-,9
173,粘土作为添加对鸡粪好氧堆肥的影响,"Chen, 2019",China,(Master thesis). Xi'an: Northwest A＆F University.,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,4,59.7109,6.44457,1.613,48.9539048,30.3496,,19.7059,,,5.25333,0.100734,39.0909,8.33714,2.22925,33.56403385,15.0562,,138,,,0.31,0.506167,48.82,,,26.6,1.53,31.45,,,0.24,,Reactor,1,1,0,1,1,28,0.13,0.5,None,-,-,-,-,-,9
173,粘土作为添加对鸡粪好氧堆肥的影响,"Chen, 2019",China,(Master thesis). Xi'an: Northwest A＆F University.,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,6,60.4548,6.54057,1.562,47.747216,30.568,,15.5882,,,5.32,0.0912653,38.4848,7.74743,2.31028,32.98132625,14.2759,,148,,,0.22,0.556096,42.31,,,20.4,1.42,25.78,,,0.25,,Reactor,1,1,0,1,1,28,0.13,0.5,None,-,-,-,-,-,9
173,粘土作为添加对鸡粪好氧堆肥的影响,"Chen, 2019",China,(Master thesis). Xi'an: Northwest A＆F University.,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,8,60.0684,6.49486,1.563,48.2655963,30.8801,,22.6471,,,5.16,0.0972937,37.5084,7.912,2.37154,28.08235376,11.8414,,170,,,0.19,0.607746,39.54,,,14.9,1.24,18.48,,,0.19,,Reactor,1,1,0,1,1,28,0.13,0.5,None,-,-,-,-,-,9
173,粘土作为添加对鸡粪好氧堆肥的影响,"Chen, 2019",China,(Master thesis). Xi'an: Northwest A＆F University.,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,10,59.4546,6.55429,1.555,48.261291,31.0362,,20.5882,,,5.14667,0.0964261,36.4646,8.06286,2.3419,29.48569195,12.5905,,178,,,0.11,0.645622,38.67,,,10.7,0.75,12.39,,,0.17,,Reactor,1,1,0,1,1,28,0.13,0.5,None,-,-,-,-,-,9
176,堆肥方式对氮素损失和留存的影响,"Zhu et al., 2017",China,Chinese Agricultural Science Bulletin(in Chinese),Cow manure,Rice straw,-,None,-,-,-,-,0,74,7.9,2.23336,,,,,171.5,,3.26222,8.74642,,,2.46022,,,,65.9,,,1.18222,10.9525,27.86,,,8.12,0.1,,,,,,Trough,0,0,0,0,0,64,1,0.1715,None,-,-,-,-,-,12
176,堆肥方式对氮素损失和留存的影响,"Zhu et al., 2017",China,Chinese Agricultural Science Bulletin(in Chinese),Cow manure,Rice straw,-,None,-,-,-,-,0,74,7.9,2.28344,,,,,171.5,,3.25333,9.48301,,,2.59638,,,,84.8,,,1.76,12.9848,27.01,,,7.47,0.11,,,,,,Trough,1,0,0,0,0,64,1,0.1715,None,-,-,-,-,-,12
176,堆肥方式对氮素损失和留存的影响,"Zhu et al., 2017",China,Chinese Agricultural Science Bulletin(in Chinese),Cow manure,Rice straw,-,None,-,-,-,-,0,74,7.9,2.23179,,,,,171.5,,3.2,7.73295,,,2.59481,,,,110.4,,,0.364444,6.09761,29.97,,,16.56,0.06,,,,,,Trough,1,1,0,0,0,64,1,0.1715,None,-,-,-,-,-,12
176,堆肥方式对氮素损失和留存的影响,"Zhu et al., 2017",China,Chinese Agricultural Science Bulletin(in Chinese),Cow manure,Rice straw,-,None,-,-,-,-,0,74,7.9,2.11755,,,,,171.5,,3.17333,7.45069,,,2.756,,,,117.9,,,0.844444,7.28322,25.05,,,22.51,0.06,,,,,,Trough,1,1,1,0,0,64,1,0.1715,Continuous,0,-,64,1.157,-,12
178,不同通风速率对堆肥腐熟度和含氮气体排放的影响,"Shen et al., 2010",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Straw,Sod,None,-,-,-,-,0,60,6.99231,2.230494505,44.09340659,19.76844439,,,18.2,7.28,1.41489,,,6.7,2.668060201,40.63545151,15.23033532,2.67,42,,5.98,3.34041,,1.742825471,0.07,1.1284,0.043108757,0.694913167,,,,,,Reactor,1,0,1,1,1,25,0.06,0.303333333,Intermittent ,30,30,25,0.082417582,V1 change to Continuous after day 7,0
178,不同通风速率对堆肥腐熟度和含氮气体排放的影响,"Shen et al., 2010",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Straw,Sod,None,-,-,-,-,0,60,7.1,2.231404959,44.90358127,20.12345679,,,18.15,7.26,1.75531,,,7.00769,2.948187633,33.68869936,11.42691835,2.11,97,,4.69,1.90423,,14.64814815,17.43,0.430155,10.75925926,0.265527778,,,,,,Reactor,1,0,1,1,1,25,0.06,0.3025,Intermittent ,30,30,25,0.826446281,-,0
178,不同通风速率对堆肥腐熟度和含氮气体排放的影响,"Shen et al., 2010",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Straw,Sod,None,-,-,-,-,0,60,6.9,2.230684932,44.65753425,20.01965119,,,18.25,7.3,1.54255,,,7.10769,2.499795501,36.19631902,14.47971204,2.18,106.28,,4.89,1.31914,,24.93244903,32.42,0.27375,19.90911324,0.168109801,,,,,,Reactor,1,0,1,1,1,25,0.06,0.304166667,Intermittent ,30,30,25,1.643835616,-,0
179,猪粪固体堆放堆肥过程中温室气体和氨气排放特征研究,"Ding, 2014",China,(Master thesis). Guangzhou: Guangdong University of Technology,Swine manure,-,-,None,-,-,-,-,0,77.53,6.2,,,6.53,,,,,,,,,,,,,,,,,,,,,2.6,0.02,,,,0.13,,Trough,0,1,0,0,0,,0.4,1.105,None,-,-,-,-,-,
179,猪粪固体堆放堆肥过程中温室气体和氨气排放特征研究,"Ding, 2014",China,(Master thesis). Guangzhou: Guangdong University of Technology,Swine manure,Mushroom residue,-,None,-,-,-,-,0,66.71,7.01,,,6.81,,,,,,,,,,,,,,,,,,,,,1.2,1.1,,,,0.9,,Trough,0,1,0,0,0,,0.4,0.89,None,-,-,-,-,-,
179,猪粪固体堆放堆肥过程中温室气体和氨气排放特征研究,"Ding, 2014",China,(Master thesis). Guangzhou: Guangdong University of Technology,Swine manure,Mushroom residue,-,None,-,-,-,-,0,66.36,7.41,,,9.22,,,,,,,,,,,,,,,,,,,,,0.55,1.2,,,,0.4,,Trough,0,1,0,0,0,,0.4,0.886,None,-,-,-,-,-,
179,猪粪固体堆放堆肥过程中温室气体和氨气排放特征研究,"Ding, 2014",China,(Master thesis). Guangzhou: Guangdong University of Technology,Swine manure,Mushroom residue,Digestate,None,-,-,-,-,0,67.68,7.59,,,7.35,,,,,,,,,,,,,,,,,,,,,0.15,0.004,,,,0.9,,Trough,0,1,0,0,0,,,0.95,None,-,-,-,-,-,
179,猪粪固体堆放堆肥过程中温室气体和氨气排放特征研究,"Ding, 2014",China,(Master thesis). Guangzhou: Guangdong University of Technology,Swine manure,Mushroom residue+digestate+bits of reed+stem of tobacco,Digestate,None,-,-,-,-,0,66.26,8.04,,,7.24,,,,,,,,,,,,,,,,,,,,,0.25,0.033,,,,1.2,,Trough,0,1,0,0,0,,,0.87,None,-,-,-,-,-,
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Sawdust,-,None,-,-,-,-,0,72.13,5.67,2.21,42.22,19.11,,,8.05,2.243535,22.7394,0.0690476,30.3533,7.63804,,,13.7634,,,,,12.633,0.0452381,,9.449895,0.029506909,19.05907681,0.059511185,,0.177321375,111.7486364,0.01872018,11.79753173,Reactor,1,0,1,1,1,50,0.03,0.268333333,Continuous,0,-,50,0.222862581,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Wheat straw,-,None,-,-,-,-,0,69.74,7.56,2.93,38.84,13.27,,,8.05,2.43593,16.4229,0.0595238,34.5315,8.38446,,,9.97849,,,,,11.5691,0.097619,,9.776990176,0.030224091,13.69849181,0.042346822,,1.917328875,189.5994545,0.20265279,20.03978502,Reactor,1,0,1,1,1,50,0.03,0.268333333,Continuous,0,-,50,0.205260414,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,None,-,-,-,-,0,71.05,8.08,3.48,38.16,13.56,,,8.05,2.330475,11.3032,0.0404762,25.6836,8.12883,,,8.98925,,,,,11.3697,0.00952381,,9.474158647,0.027252909,11.6819935,0.033603861,,1.314544875,118.7521364,0.147816393,13.35330033,Reactor,1,0,1,1,1,50,0.03,0.268333333,Continuous,0,-,50,0.214548536,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,Chemical,Nitrogen-fixing agents ,-,-,-,8.968501546,71.6522,5.37531,,,,,,11.8,3.3450404,5.52012,,27.9255,7.02494,,,,,,,,13.2996,,,0.154316235,,,,,4.8047535,72.85963636,,,Reactor,1,0,1,1,1,30,0.03,0.393333333,Continuous,0,-,30,0.149475026,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,Chemical,Nitrogen-fixing agents ,-,-,-,6.709270849,72.646,5.11721,,,,,,11.715,3.2045211,6.65276,,34.3851,7.03616,,,,,,,,12.8823,,,0.0508431,,,,,3.037143038,95.4666,,,Reactor,1,0,1,1,1,30,0.03,0.3905,Continuous,0,-,30,0.156029555,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,None,-,-,-,-,0,73.0435,7.38965,,,,,,11.5,3.0999975,4.56632,,18.087,7.78803,,,,,,,,7.60656,,,0.365375294,,,,,8.797845,91.70727273,,,Reactor,1,0,1,1,1,30,0.03,0.383333333,Continuous,0,-,30,0.161290453,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,Chemical,(NH?)?SO?,-,-,-,1.888750519,71.6013,8.06452,,,,,,8.0955,2.299016759,11.2324,0.110526,55.4825,8.04062,,,,,,,,12.4025,0.0948163,,13.62857424,0.745139258,,,,0.076138178,128.6742927,,,Reactor,1,0,1,1,1,60,0.03,0.26985,Continuous,0,-,60,0.217484278,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,Chemical,NaNO?,-,-,-,2.469904525,71.0923,6.39785,,,,,,8.1095,2.344269932,16.4587,0.71051,44.1994,9.11589,,,,,,,,3.58814,0.0632373,,7.83150634,0.035969319,,,,0.277405721,125.8889291,,,Reactor,1,0,1,1,1,60,0.03,0.270316667,Continuous,0,-,60,0.213286019,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,Chemical,NaNO?,-,-,-,2.00498132,70.8378,6.2963,,,,,,8.0983,2.361642443,17.5507,10.9737,35.0371,7.28793,,,,,,,,29.4852,0.0632055,,4.45141638,0.327141872,,,,0.067479085,84.59042455,,,Reactor,1,0,1,1,1,60,0.03,0.269943333,Continuous,0,-,60,0.211717062,-,0
180,污泥堆肥过程中温室气体排放和氮素损失控制工艺优化研究,"Liu, 2017",China,(Master thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Rice husk,-,None,-,-,-,-,0,70.0742,7.4552,,,,,,8.05,2.4090269,28.2371,0.442089,29.3531,9.22939,,,,,,,,4.13417,0.363174,,10.18277647,0.031197409,,,,1.410178875,124.7018182,,,Reactor,1,0,1,1,1,60,0.03,0.268333333,Continuous,0,-,60,0.207552684,-,0
183,不同C/N比对堆肥腐熟度和含氮气体排放变化的影响,"Qin et al., 2009",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,60,,2.6237,39.4648,15.04165873,,18.448,16.3,6.52,,,,,2.40593,33.1768,13.78959488,2.23,75,,4.52,,,42.34,31.42505882,,18.35,0.136,46.9,,,,,Reactor,1,1,1,1,1,28,0.071215,0.228884364,Intermittent ,30,30,28,0.858895706,-,2
183,不同C/N比对堆肥腐熟度和含氮气体排放变化的影响,"Qin et al., 2009",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,60,,1.99111,39.7496,19.96353793,,21.0835,15.125,6.05,,,,,2.47334,31.9061,12.90000566,1.8,88.5,,3.86,,,29.04,24.94709412,,20.72,0.214,53.94,,,,,Reactor,1,1,1,1,1,28,0.071215,0.212385031,Intermittent ,30,30,28,0.925619835,-,2
